age,income,dependents,has_property,has_car,credit_score,job_tenure,has_education,loan_amount,loan_period,delay_days
63,34391,3,1,0,750,30,0,103733,1170,10
40,35765,7,0,1,871,34,1,509176,780,42
40,44073,5,1,1,356,24,1,178966,870,5
44,100622,4,0,0,348,8,0,146767,1380,0
73,42322,10,0,0,314,39,0,369325,480,10
47,47472,6,1,0,463,17,0,341100,1110,16
18,75993,6,1,0,413,10,1,226777,1470,2
30,129612,6,0,1,898,14,0,105727,960,0
32,124119,0,1,0,389,9,0,318707,1470,0
50,36479,10,0,1,691,18,0,431197,180,13
47,59301,10,0,1,498,5,1,350353,1770,23
57,29660,0,0,0,438,21,0,121611,1470,22
32,80326,0,0,1,824,27,0,111000,780,0
20,33484,8,1,0,625,17,0,237186,900,15
41,20122,9,1,0,321,4,1,477951,30,30
61,56242,7,0,1,368,14,0,192668,420,0
66,136249,3,0,1,651,5,0,127138,270,0
38,41471,7,1,1,470,14,1,350180,1200,26
48,45426,2,1,1,649,3,0,110119,720,2
28,101590,7,1,1,608,33,0,468876,1380,1
74,139619,1,1,0,671,2,0,119454,330,0
59,31938,6,0,0,474,12,0,623987,420,50
25,34921,3,1,0,374,39,0,139133,180,2
48,75935,8,0,1,486,28,1,420065,510,1
55,185568,3,1,0,451,33,1,138866,480,0
25,22320,3,1,0,363,23,1,185612,150,6
71,102642,8,1,1,464,14,0,142467,660,0
46,18783,4,1,0,734,34,1,212918,690,21
55,21980,0,0,1,560,2,1,261570,1050,35
62,104372,9,0,1,850,20,0,251999,330,0
47,17610,7,1,0,570,31,0,127317,1290,31
51,87332,0,0,1,529,30,1,118874,1110,0
29,55522,9,1,0,743,32,0,215537,690,2
50,43054,8,0,0,788,38,0,380302,1350,34
31,88596,8,0,0,398,30,1,190753,1140,0
34,78945,5,0,0,737,21,0,162787,1290,0
23,49684,7,0,1,539,7,1,146338,1770,13
45,109055,10,1,0,363,21,0,399976,1200,0
61,63785,2,0,1,567,40,1,196182,1470,4
54,30229,0,0,1,555,37,0,101749,1170,13
59,170544,3,1,1,567,37,1,572282,900,0
42,256182,10,0,1,669,15,0,168387,990,0
71,40176,6,0,1,680,11,1,184488,1200,12
48,34874,4,0,1,389,19,1,100997,1740,22
28,50789,0,0,1,742,33,1,259980,600,3
79,83219,4,0,0,493,19,0,194304,1800,2
50,51737,7,0,0,465,4,1,371749,990,13
57,33208,3,0,1,532,17,1,395079,1470,57
50,82135,6,1,0,673,34,1,104831,90,0
78,74492,7,0,0,496,15,0,273860,210,0
61,59893,10,1,1,494,31,0,617943,210,10
55,199210,3,1,1,564,30,0,256746,450,0
55,51013,4,1,0,630,38,0,107478,1410,5
43,33552,4,1,1,531,7,0,110565,540,3
55,53485,10,0,1,550,13,0,210030,420,1
24,54682,6,0,1,548,32,1,108823,660,0
36,57725,8,0,0,300,39,0,182489,1740,10
29,74891,10,0,1,862,2,0,315660,1560,5
61,64707,7,0,0,527,0,0,334349,360,1
20,158938,7,0,0,871,21,0,357476,480,0
62,34682,5,1,1,483,0,1,318232,930,22
51,41024,0,1,0,474,26,1,274347,1620,31
32,57762,8,1,0,593,37,1,273097,1500,11
80,58409,9,1,0,486,24,1,333817,1590,17
42,36242,3,0,0,459,2,0,716123,1410,104
34,10000,10,1,0,555,22,0,262994,1260,62
34,67358,9,0,0,641,39,0,257576,540,0
51,17901,6,1,0,565,23,1,290689,330,20
65,83742,0,0,1,322,15,1,121178,1020,0
36,26062,6,1,1,824,27,1,512200,1590,93
69,126389,3,1,0,900,16,1,453853,1500,0
47,112560,6,1,1,367,1,1,131758,570,0
26,42802,8,1,0,788,32,0,105853,870,3
63,80338,9,0,0,301,12,1,412172,540,1
59,26427,1,1,1,630,28,0,172927,1620,38
73,41057,2,0,1,434,32,0,582165,30,18
52,47203,3,1,1,556,27,1,251445,1770,26
74,66687,6,0,1,500,19,1,398744,1530,14
54,112382,3,1,0,732,28,1,134474,810,0
34,54170,3,1,0,742,7,1,166314,1200,4
56,42394,2,0,0,491,18,0,101661,1740,15
27,36312,9,1,1,643,3,0,155700,1350,15
48,53162,3,0,0,810,34,1,426862,540,8
76,36309,8,1,0,496,18,1,191491,1770,32
66,42076,5,0,1,855,3,0,252638,420,4
50,51222,0,0,0,810,32,1,189412,1740,15
70,87542,4,1,1,652,15,0,136943,1560,0
40,105184,0,0,1,645,2,1,135019,1620,0
27,55711,8,1,1,662,31,0,197790,1710,11
59,80835,1,1,0,542,1,1,403577,1650,8
63,59290,6,1,1,544,6,0,189660,450,0
23,23833,7,1,0,896,9,1,257165,1110,34
35,65637,1,0,1,782,17,0,498818,390,4
59,21913,8,1,1,581,17,0,154587,1740,47
66,17387,1,0,1,621,28,1,324453,870,45
73,33454,1,1,1,661,16,1,166890,450,4
36,51177,9,0,1,683,37,0,114735,1500,6
41,51888,3,0,0,846,30,0,309310,1320,15
75,32754,0,1,0,524,12,0,181644,570,6
24,26697,4,1,0,506,23,1,141239,750,10
48,178294,7,1,1,480,20,1,359455,1230,0
76,53022,9,0,0,852,22,1,211625,1530,11
62,34610,0,1,0,363,17,1,242547,1500,31
37,35932,2,0,1,826,26,0,251623,240,4
24,52788,7,0,0,851,23,0,143371,1050,3
36,42971,8,0,1,853,30,0,204339,1650,21
74,43964,8,1,1,422,13,0,317927,1650,35
71,10315,10,1,1,558,38,0,252041,1020,51
59,39593,10,0,0,663,23,0,202503,1380,17
45,33677,2,1,1,659,24,1,193828,1290,20
44,93344,2,0,1,748,35,0,105583,840,0
60,81499,7,0,1,608,0,0,131103,480,0
47,54673,3,1,1,645,32,1,139047,990,2
41,68281,10,1,1,768,31,0,256142,1680,7
40,77733,2,1,0,746,21,1,389089,1320,5
34,73800,1,1,1,384,36,0,115539,210,0
26,103092,9,0,0,533,13,1,101766,630,0
40,49750,1,1,0,802,27,1,291043,270,2
76,72896,9,0,0,812,31,1,106001,1020,0
80,52468,1,1,0,443,15,0,126286,330,0
76,66992,10,0,0,591,31,0,156560,1620,3
56,69973,8,0,0,829,37,0,428358,1200,8
52,25189,10,0,0,652,22,1,427191,660,40
28,66927,9,1,0,434,28,1,165557,990,1
28,28354,7,0,0,516,7,1,228787,1140,25
73,64733,4,1,0,497,26,1,118500,720,0
60,48235,10,1,0,706,4,1,313245,780,8
52,75290,1,1,1,670,22,0,379078,390,0
75,71215,0,0,0,758,27,0,243008,270,0
52,169340,6,1,0,382,39,1,132750,480,0
70,58761,3,0,0,799,4,0,135343,1770,7
38,51717,7,0,0,598,18,0,120476,180,0
67,84980,10,1,0,715,8,0,373033,1740,6
53,34506,9,0,0,414,17,1,546287,780,49
36,36806,5,0,1,540,17,0,554297,1710,85
37,48354,5,1,1,366,2,1,259817,1770,25
65,60189,8,0,0,710,10,0,197469,1590,7
43,24734,1,1,0,750,6,0,292393,630,21
76,167183,8,0,1,440,2,1,191385,450,0
23,48484,9,0,0,531,29,1,102123,1470,7
67,31305,8,1,0,659,1,1,142352,330,3
63,121826,1,1,1,862,1,1,123135,1200,0
25,53756,8,1,1,463,35,0,100614,1290,3
63,44100,6,1,0,514,19,1,431935,150,8
24,29168,9,1,1,897,29,1,188299,1140,20
22,19290,3,1,0,559,36,1,166778,960,23
69,79791,3,0,0,543,28,0,212402,30,0
65,40145,0,0,1,872,10,0,112691,1260,8
74,88502,6,0,0,463,20,0,334136,660,0
61,40383,7,1,0,843,8,1,152752,1800,23
69,90025,9,0,1,781,35,1,485540,120,0
73,103639,1,0,0,412,26,0,351380,270,0
26,77508,3,1,0,387,13,0,183503,510,0
74,47909,2,0,0,524,20,0,267761,1740,26
38,27150,1,0,0,770,20,0,224928,1230,29
34,43365,2,0,0,544,10,0,196776,540,3
38,72479,10,1,0,868,17,0,398821,1800,16
42,66422,3,1,0,508,7,1,211443,1590,5
55,32534,6,1,0,468,14,1,335338,1290,40
73,55522,2,1,1,469,22,0,275534,330,1
28,87444,8,1,0,641,16,0,182655,1020,0
44,93037,5,0,0,557,10,1,225545,1800,1
77,32892,10,1,0,304,7,0,101918,1380,15
61,137327,7,1,0,376,35,1,188956,1800,0
42,121507,9,0,1,571,33,0,640184,420,0
24,38195,0,0,0,689,40,0,319867,480,9
19,66668,3,1,0,497,14,1,116217,1770,3
30,86477,9,1,1,852,4,1,351759,1410,2
32,71983,1,0,0,378,13,1,206971,1500,2
71,25304,7,0,0,405,24,1,344368,1020,42
31,41271,1,1,1,511,19,0,121549,1740,17
72,20636,10,0,0,758,20,0,430207,960,60
73,23523,9,1,0,640,0,0,191682,1080,25
66,154724,2,1,1,889,27,0,146977,600,0
44,83327,9,0,0,597,40,0,445244,540,1
33,33232,9,1,0,842,40,0,257844,480,9
40,35249,10,0,1,648,12,0,143977,330,2
62,25851,1,0,1,368,29,1,152098,1740,41
54,23724,3,0,0,551,18,1,480086,1680,95
37,82839,6,0,0,809,33,0,431511,1170,3
48,38261,2,1,1,701,15,0,188611,990,10
65,76978,5,1,1,466,6,0,303689,120,0
65,123972,8,1,0,853,36,0,638678,1230,0
46,53978,0,1,0,457,2,1,100099,1380,3
27,217000,3,0,0,347,7,0,207542,1230,0
59,15864,7,1,1,869,15,1,139591,720,17
33,91934,0,0,1,347,0,1,286646,1590,1
68,33033,5,1,1,450,8,1,615131,1380,88
70,63320,9,0,0,488,29,1,103649,930,0
76,108870,4,0,1,574,7,1,464722,270,0
24,39477,4,0,1,847,31,0,114180,60,0
56,41910,1,1,0,490,10,1,297214,1620,34
50,37129,4,0,1,621,34,0,134461,900,6
73,110672,5,1,1,869,23,1,495161,900,0
36,51971,4,0,0,415,27,0,515771,1620,53
80,64175,5,0,1,587,3,0,371461,360,1
67,50808,5,1,1,324,21,0,130945,240,0
54,22702,10,0,0,438,3,1,190874,1290,33
27,68330,1,1,0,467,25,0,420260,1620,17
61,27123,6,0,0,810,31,0,281141,990,28
77,43193,4,1,1,357,35,1,304344,960,14
23,35136,8,1,1,846,1,1,143798,1170,12
36,49183,9,0,0,543,17,0,386758,660,10
47,30033,6,0,1,525,1,1,477872,1560,78
46,60692,10,1,1,883,34,1,273105,540,1
61,101025,4,0,0,845,33,1,121757,1500,0
28,62765,3,0,1,483,25,1,228881,240,0
35,62549,9,1,0,650,14,0,144567,1440,3
47,38967,0,1,1,604,19,1,283453,330,5
62,95522,2,0,1,716,22,1,248645,1800,1
48,24802,10,1,0,310,23,1,296243,1080,37
69,73332,7,0,1,775,11,0,224991,1530,3
63,36335,2,0,1,626,30,0,118374,360,2
29,14562,4,0,0,866,34,0,181943,1170,39
53,62956,6,1,0,844,35,1,263253,1560,9
70,72433,6,0,1,522,3,0,150366,1530,2
43,109200,6,0,0,346,3,0,257741,1530,0
28,34658,5,1,0,461,1,1,304040,1200,29
71,85487,7,1,0,813,7,0,624722,1140,10
51,16250,6,1,0,436,40,1,102898,1140,25
52,48364,4,0,0,302,1,1,224771,720,4
44,93801,10,1,1,682,19,0,379516,480,0
33,22622,2,0,0,821,6,0,111171,540,8
48,137943,3,0,1,372,4,1,464598,1050,0
52,106496,9,0,1,849,32,0,136473,360,0
72,43614,6,0,0,620,6,0,304682,1500,28
76,101545,9,0,0,736,25,1,290818,30,0
38,124785,2,0,1,829,37,0,106625,360,0
75,53699,3,1,0,433,21,0,372594,30,2
74,31285,4,0,0,896,31,0,447391,1230,58
21,36248,1,0,1,474,12,1,162398,1500,20
69,23773,9,0,1,326,33,1,284610,120,10
53,89276,2,0,0,832,35,0,334948,570,0
31,33341,7,0,0,700,21,1,110244,330,2
63,97506,6,0,1,620,4,1,224611,1170,0
60,62776,1,0,0,500,30,1,472988,1020,13
57,46552,5,0,1,829,13,0,363277,360,6
42,35753,2,0,1,349,32,0,182773,900,9
70,30664,2,1,1,698,6,0,448771,1350,63
34,13636,0,1,1,647,5,1,156406,1620,56
34,28784,2,1,1,870,36,0,241332,240,7
56,96269,2,1,0,357,12,1,144693,510,0
23,79806,0,0,0,370,21,1,239817,1380,1
77,70404,0,0,0,710,12,0,117950,210,0
65,27078,7,1,0,310,11,0,173641,1140,21
68,119329,9,0,1,391,25,1,273081,1320,0
38,69592,1,0,0,456,1,0,603550,660,11
27,67769,6,1,0,357,32,0,196196,120,0
27,43420,10,1,0,683,2,0,161507,120,1
77,33417,4,0,0,391,21,1,467745,810,40
32,58158,4,0,1,710,30,0,561346,510,13
55,69590,5,1,0,596,2,1,230770,780,0
61,107299,10,1,1,733,33,1,292754,1800,0
64,105487,6,0,1,461,34,1,133751,30,0
60,48452,0,1,0,596,38,0,255248,390,2
55,66682,6,0,0,408,14,0,150890,660,0
35,92802,8,0,0,806,0,0,152621,1530,0
61,34621,6,1,0,774,20,1,149793,1320,16
49,39461,10,0,1,807,31,1,186949,1050,10
75,65026,9,1,0,375,36,1,408039,1020,8
57,44579,6,0,0,860,1,0,274852,1050,12
73,17586,6,1,0,402,32,1,480532,1740,112
72,43646,4,1,1,449,11,0,412272,420,11
24,55645,2,1,1,667,38,0,309659,270,1
42,52636,3,1,1,348,32,1,571728,1380,50
19,34020,0,0,1,743,34,0,146152,840,8
54,46493,9,1,0,683,27,1,258299,510,4
64,90619,2,0,1,828,5,0,165979,1470,0
31,23081,10,0,1,766,24,0,206585,900,22
22,77320,7,1,1,517,0,0,309467,150,0
64,82813,1,0,0,877,5,1,195108,1530,1
41,52042,1,1,0,692,6,1,108422,270,0
75,172430,1,0,0,780,22,0,162719,330,0
57,56988,8,0,1,383,26,1,115192,930,1
74,68893,6,1,0,371,7,0,227587,1680,6
46,50787,1,0,0,552,32,0,167909,510,1
69,29883,0,0,0,705,38,0,289959,120,7
25,42791,0,0,1,609,12,0,102341,570,1
62,102471,10,0,0,510,31,0,289607,1530,0
28,29186,6,1,1,570,38,0,301960,750,21
70,24516,6,1,0,726,28,0,197779,1800,53
70,27162,6,0,1,537,9,0,110111,1800,35
75,35361,10,0,0,819,40,0,424775,900,34
77,64997,3,1,0,784,36,1,187478,60,0
48,100457,2,1,0,587,31,1,182594,660,0
42,86556,3,1,1,816,8,0,155060,1050,0
40,146216,3,0,0,414,1,1,571826,210,0
33,100342,7,0,1,896,40,0,430697,720,0
42,60495,2,1,0,823,36,1,122778,570,0
18,60262,1,0,1,705,12,1,289698,750,2
18,31212,7,0,1,429,40,0,167527,780,9
77,16267,7,0,1,879,15,1,128101,510,12
68,84363,8,0,1,661,19,0,189087,1230,0
75,83203,6,0,0,627,37,1,126521,360,0
34,52414,2,1,0,597,15,1,254059,870,5
49,63827,3,1,1,472,38,0,340621,540,2
40,62375,3,1,0,583,27,1,644190,1440,48
61,28601,0,0,0,522,36,1,175157,420,6
37,81913,0,0,1,513,20,1,323651,480,0
36,16326,8,1,1,461,19,1,197933,270,12
75,84290,5,0,0,429,35,1,187117,510,0
47,36585,7,1,0,470,38,0,163666,1440,18
80,116394,1,1,1,370,2,1,572186,150,0
55,21319,7,0,1,867,0,0,368648,1770,82
18,81583,5,0,1,374,26,0,119612,780,0
77,34442,1,1,1,815,3,0,266613,1800,48
32,42061,10,1,1,855,16,0,257812,1440,22
72,39574,1,0,1,657,30,1,219652,660,6
28,30126,4,0,0,455,4,1,128343,690,7
29,22254,5,0,0,424,34,1,246053,930,28
26,68780,1,0,0,786,29,1,164369,150,0
41,76394,7,0,1,757,10,1,314256,1230,2
27,34595,10,0,1,514,24,1,151538,1320,16
49,30476,5,1,1,629,24,0,207358,510,8
79,126165,2,0,1,739,40,0,212209,1620,0
36,28954,6,0,0,619,32,1,324910,870,28
68,41499,5,0,0,344,24,0,237379,510,5
54,59560,3,0,0,728,39,1,208607,1440,6
73,60272,6,0,1,308,31,0,120330,930,1
60,63796,6,0,1,838,29,1,278182,90,0
24,40524,10,0,0,495,15,1,128119,1560,14
49,76560,7,0,0,378,35,1,356823,1350,4
20,51012,8,1,0,693,1,0,184584,1080,5
27,75094,0,1,1,706,29,1,271035,60,0
79,37733,5,0,0,889,31,1,358732,570,14
55,29829,8,1,1,545,27,0,324891,30,8
59,102117,3,1,1,768,27,0,289363,780,0
18,62228,8,1,0,575,35,1,294920,870,3
27,22441,2,0,0,770,34,0,203509,360,10
74,48603,3,0,0,562,28,1,231026,210,1
79,65183,1,1,1,533,7,1,108118,900,0
31,54800,10,1,1,790,3,1,290123,1410,13
77,172338,10,0,0,352,33,1,397382,720,0
80,30855,4,1,0,601,28,0,366926,450,18
68,36947,1,0,0,449,21,0,128553,1380,14
49,46828,2,0,0,319,18,1,320278,780,9
36,113844,6,0,0,564,21,0,228820,840,0
45,39150,6,0,0,657,18,1,311578,1620,40
59,52354,2,1,0,802,32,0,157762,690,1
29,81254,8,0,1,900,17,1,124439,870,0
26,84003,1,0,1,592,38,1,159047,390,0
26,23258,7,1,1,649,14,0,411946,90,20
51,48695,4,1,0,876,40,1,159282,750,2
49,35025,7,0,0,830,27,1,138099,150,2
20,77404,2,1,1,312,14,1,432646,180,0
64,43055,0,1,1,786,6,1,190714,1380,14
42,37947,3,1,0,883,19,0,289582,1620,38
60,69671,10,0,0,650,34,0,149591,1290,1
29,23277,9,0,1,340,10,1,167115,1800,50
34,128270,9,1,0,609,0,0,120541,1200,0
33,80095,5,0,1,571,9,0,142451,570,0
45,58270,2,0,1,340,23,1,323940,1770,21
44,26577,8,1,0,841,27,0,186553,1380,31
76,22547,1,0,1,870,10,0,367952,1440,67
20,50347,6,1,1,635,14,1,332770,120,2
37,46601,9,0,0,640,38,1,449634,1110,29
41,51388,7,1,1,887,6,1,384403,1230,20
78,52111,9,1,0,698,36,1,134510,1740,10
24,15927,7,0,1,615,28,0,426138,1170,75
71,10000,8,1,0,813,24,1,167108,870,32
50,60082,2,1,1,465,40,1,301357,1050,5
55,75722,6,0,1,646,7,0,128091,180,0
45,77353,7,1,0,510,18,1,130886,330,0
20,67436,7,0,0,481,36,0,463709,150,2
38,27476,7,1,0,707,38,0,198239,720,13
61,84890,2,1,1,754,0,0,429222,990,2
53,33009,9,1,1,345,6,1,473926,750,39
57,28027,3,1,1,335,19,1,188517,1110,20
54,38576,3,0,1,873,18,1,135183,1110,8
23,32233,8,1,1,359,14,0,288473,840,19
79,36412,5,0,1,550,31,1,436104,540,22
53,114074,7,0,0,382,12,0,297905,720,0
45,80066,4,1,1,831,24,0,191732,1770,2
58,109296,1,1,1,870,0,1,120246,270,0
37,89855,0,0,0,900,0,1,144380,1680,0
58,63013,7,0,0,365,23,0,512554,270,4
37,43675,1,1,1,758,14,1,248723,1710,28
79,93725,9,1,1,892,11,0,673972,270,1
24,30044,5,0,1,503,13,1,492585,1020,58
59,63030,6,0,1,759,28,1,335892,1770,18
20,22473,10,0,0,733,28,0,290489,330,16
55,51588,10,0,0,484,34,0,325339,570,5
37,53423,2,0,0,841,32,1,357505,150,2
70,24722,7,1,1,645,13,1,389924,1530,71
70,114270,7,1,0,636,10,1,149028,360,0
52,45640,4,0,0,837,32,0,186783,120,1
19,93886,3,0,1,739,19,0,112546,360,0
63,50030,5,1,0,550,8,1,106615,1380,5
65,109530,3,1,0,751,22,0,355472,1110,0
64,260068,0,0,1,659,22,0,310986,1110,0
55,133492,1,1,0,497,17,0,260092,660,0
78,44277,9,0,1,756,12,0,255492,1260,15
41,98330,8,1,1,481,29,1,145152,1740,0
43,112568,3,0,1,593,29,1,174641,450,0
49,49931,5,1,0,517,36,0,608118,300,19
69,28235,3,1,1,658,30,1,136254,1470,25
25,41207,9,0,1,811,20,1,289323,1740,38
78,57583,4,1,1,754,12,0,145974,870,1
59,87314,4,0,0,352,4,1,346715,630,0
69,73318,1,1,1,584,27,1,210799,1650,3
41,145746,6,0,1,420,27,0,354277,120,0
38,92571,5,0,1,480,1,0,143081,1110,0
70,76813,3,0,1,317,6,0,145407,570,0
74,52016,3,1,1,375,9,1,231666,1380,10
30,69950,7,0,1,719,17,1,123217,1560,2
68,55839,9,0,1,340,16,0,125317,570,0
76,17432,8,0,1,819,8,1,325044,1350,64
41,22094,9,0,0,460,29,1,208579,270,9
80,63238,3,0,1,315,22,1,145481,600,0
76,66842,0,1,0,349,35,0,113976,660,0
27,30525,8,0,1,686,2,0,499810,90,22
24,159882,3,1,0,761,27,0,246885,810,0
47,31820,9,1,0,723,24,0,246822,1500,36
26,44606,3,0,1,532,12,1,568643,1740,76
20,71730,1,0,0,302,29,1,252658,1110,2
60,54000,3,0,0,517,29,1,196005,300,0
79,62383,4,1,1,545,4,0,194876,300,0
47,104527,1,0,1,444,13,1,134966,1350,0
30,35388,5,0,0,771,12,1,297812,90,5
67,51682,10,0,0,655,32,0,575676,1530,58
34,68034,10,1,1,576,7,0,193414,510,0
55,37169,4,0,0,640,12,0,241505,600,8
55,67666,8,0,0,645,37,0,158627,540,0
58,68302,4,0,1,342,21,1,250199,1080,2
77,38120,4,1,0,425,35,1,629379,990,65
30,40611,1,1,0,336,6,0,189515,30,1
19,53220,4,1,1,828,30,1,260915,1170,8
67,37798,1,1,0,304,19,0,164905,810,6
68,23397,2,0,0,659,27,0,120574,630,9
53,51143,9,0,1,301,19,0,412559,900,15
49,75077,0,1,1,852,35,1,134882,600,0
69,42777,0,0,1,384,9,1,134347,1230,8
19,90458,8,1,0,539,31,1,279656,840,0
47,42817,2,0,0,342,34,0,200700,450,3
59,10000,7,1,1,692,39,0,110817,480,14
39,26960,3,1,1,327,0,1,275645,30,7
68,82936,1,1,1,844,30,0,490516,930,3
42,33463,6,0,1,633,28,0,140036,1200,14
50,78060,1,1,1,441,6,1,225717,510,0
25,57903,4,1,0,802,40,0,298745,300,1
75,51626,10,1,0,575,25,0,265050,360,2
19,25570,1,1,0,769,35,0,131306,1410,26
49,55805,1,1,1,598,17,0,197728,1710,11
45,103073,1,1,1,536,31,0,718920,30,0
68,24892,4,1,1,420,6,0,203501,1770,52
59,104315,1,0,0,370,17,1,441403,810,0
61,92164,7,1,0,440,23,1,104594,1260,0
52,77168,6,0,1,377,16,0,146266,1140,0
31,132170,1,0,1,668,37,1,153352,960,0
27,84913,2,1,1,602,7,0,331338,840,0
33,63682,3,0,1,352,34,1,108261,690,0
58,41712,10,0,1,849,19,0,276998,1770,37
18,48179,3,0,0,483,31,1,130555,690,2
42,100298,6,0,0,858,32,1,316022,1290,0
40,57164,5,0,1,733,2,0,232273,1500,9
61,35253,4,1,1,305,38,0,573359,1020,61
45,39701,1,0,1,332,15,0,105408,1080,6
56,51247,2,0,1,399,1,1,167770,630,1
71,18414,9,0,1,632,10,1,185482,1530,49
57,80194,9,0,1,722,37,1,140655,1350,0
43,17051,7,0,1,820,36,0,323751,780,42
41,46184,6,0,1,679,27,0,256208,1500,19
48,122014,9,0,1,798,22,1,216381,1380,0
65,154639,3,0,0,765,21,1,120165,990,0
52,91510,1,1,0,690,29,0,223493,510,0
75,33503,9,1,1,718,20,1,149420,1650,26
34,61694,1,0,1,310,30,0,324480,360,1
59,154565,8,0,1,837,19,0,331288,1140,0
48,33845,10,1,1,660,36,0,116771,390,2
59,57645,7,0,1,585,4,0,285679,1710,17
55,113557,1,0,1,567,2,0,187017,1350,0
65,29914,4,1,1,395,19,1,371091,810,30
58,11378,1,1,0,561,21,0,428635,360,49
45,66316,5,1,0,393,24,0,175007,120,0
51,67973,6,0,1,415,18,0,101376,240,0
26,34186,3,1,0,824,32,0,184655,450,5
68,28231,6,1,1,303,8,0,324629,1200,42
67,24196,0,1,0,858,37,0,168579,1680,44
26,26934,7,0,0,623,28,1,375796,180,16
55,22893,0,0,1,865,3,1,160882,870,16
63,117055,3,1,0,602,15,0,178184,450,0
24,85295,7,1,0,629,20,0,161171,60,0
46,38324,1,1,0,862,23,0,259112,780,11
54,42678,5,1,1,393,33,0,357856,60,4
41,46570,10,0,0,857,40,1,122834,540,1
33,75360,5,0,0,850,28,1,503023,180,1
44,85507,6,1,1,688,37,1,250089,1590,1
45,76419,1,0,1,383,1,0,396559,270,0
50,55978,7,0,0,368,12,1,282823,780,4
80,37440,1,1,1,470,3,1,204490,480,5
21,49677,5,0,0,669,23,1,305702,1140,13
48,40141,1,0,1,706,7,0,290924,1710,39
71,56057,4,1,0,370,8,0,150626,1050,2
63,22272,3,1,0,860,15,1,374553,30,16
77,48755,3,1,1,544,5,1,376271,180,4
28,65027,1,1,1,434,32,1,211586,120,0
58,27766,2,1,0,464,5,0,316946,1770,64
59,42891,4,1,1,798,16,0,560958,300,21
31,59220,0,0,0,471,24,0,300865,1050,6
72,131011,5,1,1,821,20,0,104464,1350,0
49,79181,9,0,1,887,26,1,222457,1290,1
42,12227,3,1,1,476,31,0,501212,510,66
28,41088,9,0,1,688,37,0,136580,1800,20
71,70126,2,1,0,751,36,1,308045,1800,11
68,19856,5,0,1,737,30,0,493336,630,58
59,97943,4,1,1,509,40,1,135118,1290,0
60,61207,7,1,1,485,14,1,172836,1080,2
25,43320,1,0,1,395,34,0,234326,300,2
19,33795,6,1,1,677,37,1,400130,1290,48
63,31127,5,0,0,678,16,1,332658,780,23
65,34396,1,0,0,887,17,0,139133,690,5
43,34545,5,1,1,336,19,0,609233,30,28
69,60044,0,1,1,467,17,1,533038,420,8
18,43992,5,1,1,703,23,0,172280,210,1
25,117568,3,0,0,493,18,0,370946,420,0
25,13492,1,0,0,726,1,1,115142,1620,50
23,69583,3,0,1,471,29,1,446747,360,2
64,40585,3,0,0,373,23,0,189890,300,2
74,39621,3,1,1,817,3,0,245348,390,4
65,43004,2,0,0,310,30,0,532580,1770,75
30,75891,6,1,1,812,23,1,275687,1290,2
56,31835,2,1,0,381,28,0,702950,1770,130
53,89918,7,1,0,336,36,1,456990,330,0
52,45071,10,0,0,517,28,0,429998,1500,45
74,90104,7,1,0,847,5,1,106288,1080,0
36,109012,2,1,1,711,35,0,225638,1200,0
40,63266,1,1,0,762,27,0,213224,30,0
31,85383,2,1,0,892,0,1,177157,1560,0
26,51045,5,1,0,426,11,0,392138,1110,18
26,31081,4,0,0,807,16,0,697113,30,46
52,50816,0,0,1,428,24,0,116627,1500,7
18,65868,6,0,1,755,20,1,179222,360,0
60,33138,1,0,0,548,20,1,123532,1020,9
68,46956,3,1,1,656,4,0,856365,1680,126
20,37574,0,0,0,428,11,1,304536,1200,25
19,45535,5,0,0,776,40,1,590796,960,46
68,43376,4,1,0,803,15,1,207654,1200,11
33,64586,8,0,1,380,36,0,393717,1290,11
54,101839,6,1,0,814,0,1,145951,450,0
53,65331,7,0,1,755,18,1,251073,840,1
36,32876,9,1,0,842,14,0,381399,1710,64
46,85243,2,0,1,644,14,0,140316,1650,0
74,86336,7,0,1,407,34,1,238573,30,0
52,41065,5,0,0,680,26,0,356943,1260,29
51,70257,5,1,0,809,31,0,297505,780,1
65,86008,9,0,0,650,30,0,494143,1170,4
50,33739,3,1,0,785,18,1,252136,1740,44
19,78910,5,1,0,414,35,0,241653,180,0
68,81987,5,0,0,590,3,1,406536,1110,2
47,23524,10,0,0,390,26,1,105289,330,5
62,38755,2,0,1,459,27,0,122377,300,1
42,31506,3,0,0,329,40,0,287800,180,7
59,73572,0,1,1,897,26,0,639892,1260,24
41,49725,3,0,0,540,12,0,548933,420,16
74,29110,5,0,1,517,27,1,186152,180,4
35,41465,8,0,0,515,7,0,131830,480,2
32,45669,1,0,1,598,28,0,220129,720,4
33,99840,0,0,1,569,0,1,133737,1350,0
78,46526,2,0,1,307,37,1,146916,930,4
35,19759,9,0,1,396,10,1,121807,1620,41
75,74715,6,1,1,464,16,1,182727,120,0
25,49364,7,0,1,577,10,1,275828,660,5
19,68437,1,0,1,735,39,1,246676,1290,3
65,67615,8,0,0,847,40,1,450437,420,2
44,96152,3,1,0,304,4,0,250620,1470,0
54,29869,3,1,0,687,27,1,108266,660,6
79,49923,10,1,0,336,18,1,260825,1800,24
62,23054,0,1,0,393,25,0,268686,1200,41
25,50492,10,1,0,882,33,0,513711,570,16
51,55314,0,1,1,854,19,0,515723,1740,52
